ts_id,timestamp,req_timestamp,ts_value,station_local_x,station_local_y,station_id,site_name,station_name,station_no,ts_name,ts_shortname,site_no,stationparameter_name,stationparameter_no,ts_unitsymbol,parametertype_name,object_type_shortname,ts_path,river_name,station_diary,ADMINISTRATEUR,CATCHMENT_SIZE,ISIN_COMMUNE,station_gauge_datum,station_gauge_datum_unit,station_status_remark,station_gauge_datum_postfix,SITE_NUMBER_SQL,AD_WITH_THRESHOLD,RESEAUX,ngr_letter,BASSIN_INFOCRUE_NO,DISTHYDRO,admin_level,COD_HYDROGRAPHE,river_code,STATION_NUMBER_SQL,region_district,STATEL,station_gauge_datum_from,WTO_OBJECT,station_status,river_key,station_diary_status,PAYS,GAUGE_DATUM,REGION,BASSIN_INFOCRUE,TYPE_STATION,BASSIN_GESTION_TEXT,PROVINCE,river_id,ObjectDescription,admin_name,BV_DCE,BASSIN_GESTION_WEB,CATEGORIE_COURS_DEAU,STA_PUBINT,hydrounit_name,CODE_POSTAL,hydrounit_title,STABILITE_JAUGE,hydrounit_no,ISIN_LOCALITE,COMMUNE_LOCALITE,ADRESSE,NIVCRU,CENEXT_DCENN,CARTE_IGN,station_elevation,RIVER_SECTION_VNAV_STATION,river_longname
175947010,2026-06-05T10:20:00.000+02:00,,0.251,122730.0,123571.0,15239,Direction des Cours d'Eau Non Navigables,Spiennes,L6600,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L6600/H/Cmd.Rel.Abs.Comp-Alarmes,Trouille,,DCENN,"93,03 km²",,38.108,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,4,District de l'Escaut,District,,902300,L6600,---,yes,1769644800000,Trouille,Active,902300,1996-04-10 00:00:00: Active,Belgique,38.108,WALLONIE,Haine et affluents / 4,Limnimètre,Haine,HAINAUT,1450689,,---,Haine / HN,Haine,Catégorie 1,yes,District de l'Escaut,7032,ESCOUT,Instable,E,Spiennes,Mons,Rue des prisonniers,t0/Normal,Centre Mons,45/8,,,
179529010,2026-06-05T10:00:00.000+02:00,,0.116,140342.0,102061.0,15395,Direction des Cours d'Eau Non Navigables,Beaumont,L6880,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L6880/H/Cmd.Rel.Abs.Comp-Alarmes,Hantes,,DCENN,"92,39 km²",,160.355,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,9,District de la Meuse,District,,355311,L6880,---,yes,1046476800000,Hantes,Active,355311,2003-03-01 00:00:00: Active,Belgique,160.355,WALLONIE,Affluents de la Haute Sambre / 9,Limnimètre,Haute Sambre (affluents),HAINAUT,1450399,,---,Sambre / SA,Haute Sambre (affluents),Catégorie 1,yes,District de la Meuse,6500,MEUSE,t0/?,M,Beaumont,Beaumont,Chaussée de Chimay,t0/Normal,Centre Namur,52/6,,,
189304010,2026-06-05T10:00:00.000+02:00,,0.242,106271.0,158865.0,15749,Direction des Cours d'Eau Non Navigables,Flobecq,L7590,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7590/H/Cmd.Rel.Abs.Comp-Alarmes,Ruisseau d'Ancre,,DCENN,"14,48 km²",,30.82,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,3,District de l'Escaut,District,,986300,L7590,---,yes,1293840000000,Ruisseau d'Ancre,Active,986300,2011-06-21 00:00:00: Active,Belgique,30.82,WALLONIE,Dendre et affluents / 3,Limnimètre,Dendre,HAINAUT,1450539,,---,Dendre / DE,Dendre,Catégorie 2,yes,District de l'Escaut,7880,ESCOUT,Très stable,E,Flobecq,Flobecq,Rue Père Cambier,t0/Normal,Centre Mons,,,,
170607010,2026-06-05T10:00:00.000+02:00,,0.557,164640.0,152777.0,15000,Direction des Cours d'Eau Non Navigables,Limelette,L6140,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L6140/H/Cmd.Rel.Abs.Comp-Alarmes,Dyle,,DCENN,"286,00 km²",,48.562,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,6,District de l'Escaut,District,,854280,L6140,---,yes,1771372800000,Dyle,Active,854280,1993-01-25 00:00:00: Active,Belgique,48.562,WALLONIE,Dyle et affluents / 6,Limnimètre,Dyle,BRABANT WALLON,1450351,,---,Dyle-Gette / DG,Dyle,Catégorie 1,yes,District de l'Escaut,1342,ESCOUT,Instable,E,Limelette,Ottignies-Louvain-la-Neuve,Rue Ch. Dubois,t0/Normal,Centre Mons,40/1,,,
200294010,2026-06-05T10:00:00.000+02:00,,0.333,191086.0,142014.0,16217,Direction des Cours d'Eau Non Navigables,Hanret,L8490,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L8490/H/Cmd.Rel.Abs.Comp-Alarmes,Ruisseau de la Batterie,,DCENN,,,143.713,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la Province de Namur,-,36,District de la Meuse,District,,543311,L8490,---,yes,1552262400000,Ruisseau de la Batterie,Active,543311,2019-03-11 00:00:00: Active,Belgique,143.713,WALLONIE,Mehaigne et affluents / 36,Limnimètre,Mehaigne,NAMUR,2621486,,---,Meuse aval / MA,Mehaigne,Catégorie 2,no,District de la Meuse,5310,MEUSE,t0/?,M,Hanret,Eghezée,Route de Wasseige,t0/Normal,,,,,
192310010,2026-06-05T10:00:00.000+02:00,,0.237,183592.0,155259.0,15885,Direction des Cours d'Eau Non Navigables,Jodoigne-Souveraine,L7850,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7850/H/Cmd.Rel.Abs.Comp-Alarmes,Grande Gette,,DCENN,"111,25 km²",,72.06,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,7,District de l'Escaut,District,,810210,L7850,---,yes,1533081600000,Grande Gette,Active,810210,2014-01-25 00:00:00: Active,Belgique,72.06,WALLONIE,Gette et affluents / 7,Limnimètre,Gette,BRABANT WALLON,1450387,,---,Dyle-Gette / DG,Gette,Catégorie 1,yes,District de l'Escaut,1370,ESCOUT,Stable,E,Jodoigne-Souveraine,Jodoigne,Rue Pont à la Cambe,t0/Normal,,,,,
172931010,2026-06-05T10:40:00.000+02:00,,0.188,159093.0,80263.0,15105,Direction des Cours d'Eau Non Navigables,Couvin,L6350,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L6350/H/Cmd.Rel.Abs.Comp-Alarmes,Eau Noire,,DCENN,"102,00 km²",,195.688,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,23,District de la Meuse,District,,16057,L6350,---,yes,696643200000,Eau Noire,Active,16057,1992-01-29 00:00:00: Active,Belgique,195.688,WALLONIE,Eau Noire et affluents / 23,Limnimètre,Eau Noire,NAMUR,1450359,,---,Meuse amont / MM,Eau Noire,Catégorie 1,yes,District de la Meuse,5660,MEUSE,Stable,M,Couvin,Couvin,Fonds-de-l'eau,t0/Normal,Centre Namur,57/8,,,
238446010,2026-06-05T10:35:00.000+02:00,,0.334,46872.0,154930.0,12035,Direction de la Gestion hydrologique,PLOEGSTEERT,3891,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/3891/H/Cmd.Rel.Abs.Comp-Alarmes,Lys,2018-07-17 00:00:00: <codeur_seul><br>2017-01-01 00:00:00: <fin_feuille_limni><br>1996-06-06 00:00:00: <limni=OTT X>,DGH,,Comines-Warneton,12.499,---,<echX=0.2 cm/h><echY=1/10><limni=OTTX43>,,DGH,no,Direction de la Gestion hydrologique,-,0,District de l'Escaut,District,Lefèvre C.,,3891,---,yes,978307200000,Lys,Active,,1990-01-01 00:00:00: Active,Belgique,12.499,WALLONIE,Lys et affluents / 0,Limnimètre,Lys,HAINAUT,1450453,"<ACCES>
Rue d'Houplines.
</ACCES>",---,Escaut-Lys / EL,Lys,Navigable,,,,,,,,,,,,,,,
185978010,2026-06-05T10:00:00.000+02:00,,0.328,171681.0,128177.0,15595,Direction des Cours d'Eau Non Navigables,Jemeppe-sur-Sambre,L7241,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7241/H/Cmd.Rel.Abs.Comp-Alarmes,Orneau,,DCENN,"210,75 km²",,89.23,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,12,District de la Meuse,District,,432210,L7241,---,yes,1183248000000,Orneau,Active,432210,2007-07-01 00:00:00: Active,Belgique,89.23,WALLONIE,Affluents de la Basse Sambre / 12,Limnimètre,Basse Sambre (affluents),NAMUR,1450491,,---,Sambre / SA,Basse Sambre (affluents),Catégorie 1,yes,District de la Meuse,5190,MEUSE,t0/?,M,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,Rue des prairies,t0/Normal,Centre Namur,47/6,,,
165501010,2026-06-05T10:40:00.000+02:00,,0.171,154691.0,104779.0,14773,Direction des Cours d'Eau Non Navigables,Walcourt,L5640,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L5640/H/Cmd.Rel.Abs.Comp-Alarmes,Ry d'Yves,,DCENN,"87,00 km²",,164.32,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,10,District de la Meuse,District,,363501,L5640,---,yes,1509494400000,Ry d'Yves,Active,363501,1976-05-01 00:00:00: Active,Belgique,164.32,WALLONIE,Eau d'heure et affluents / 10,Limnimètre,Eau d'heure,NAMUR,1450633,,---,Sambre / SA,Eau d'heure,Catégorie 1,yes,District de la Meuse,5650,MEUSE,Stable,M,Walcourt,Walcourt,Rue de la Montagne,t0/Normal,Centre Namur,52/8,,,
167633010,2026-06-05T10:00:00.000+02:00,,0.675,242422.0,39046.0,14870,Direction des Cours d'Eau Non Navigables,Chantemelle,L5880,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L5880/H/Cmd.Rel.Abs.Comp-Alarmes,Semois,,DCENN,"89,00 km²",,334.65,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,18,District de la Meuse,District,,160100,L5880,---,yes,1293840000000,Semois,Active,160100,1979-01-15 00:00:00: Active,Belgique,334.65,WALLONIE,Haute Semois et affluents / 18,Limnimètre,Haute Semois,LUXEMBOURG,1450649,Présence d'algues en été,---,Semois-Chiers / SC,Haute Semois,Catégorie 1,yes,District de la Meuse,6742,MEUSE,Instable,M,Chantemelle,Etalle,Présence d'algues en été,t0/Normal,Centre Marche,68/7,,,
188452010,2026-06-05T10:00:00.000+02:00,,0.259,163103.0,158162.0,15708,Direction des Cours d'Eau Non Navigables,Rosières,L7530,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7530/H/Cmd.Rel.Abs.Comp-Alarmes,Lasne,,DCENN,"106,14 km²",,44.105,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,6,District de l'Escaut,District,,820230,L7530,---,yes,1637625600000,Lasne,Active,820230,2011-05-09 00:00:00: Active,Belgique,44.105,WALLONIE,Dyle et affluents / 6,Limnimètre,Dyle,BRABANT WALLON,1450439,,---,Dyle-Gette / DG,Dyle,Catégorie 1,yes,District de l'Escaut,1331,ESCOUT,Instable,E,Rosières,Rixensart,Rue de Bierges,t0/Normal,Centre Mons,40/1,,,
254009010,2026-06-05T10:30:00.000+02:00,,0.111,161926.0,79240.0,12707,Direction de la Gestion hydrologique,PETIGNY,9214,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/9214/H/Cmd.Rel.Abs.Comp-Alarmes,Ry de Rome,,DGH,,Couvin,252.286,DNG,<sonde=VEGA>,DNG,DGH,no,Direction de la Gestion hydrologique,-,23,District de la Meuse,District,Theys D.,321801,9214,---,yes,1066176000000,Ry de Rome,Active,321801,2003-10-15 00:00:00: Active,Belgique,252.286,WALLONIE,Eau Noire et affluents / 23,Limnimètre,Eau Noire,NAMUR,1450629,,---,Meuse amont / MM,Eau Noire,Catégorie 2,,,,,,,,,,,,,,,
162559010,2026-06-05T10:40:00.000+02:00,,0.449,232924.0,43413.0,14641,Direction des Cours d'Eau Non Navigables,Tintigny,L5220,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L5220/H/Cmd.Rel.Abs.Comp-Alarmes,Rulles,,DCENN,"219,00 km²",,329.02,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,18,District de la Meuse,District,,131240,L5220,---,yes,1751976000000,Rulles,Active,131240,1971-02-03 00:00:00: Active,Belgique,329.02,WALLONIE,Haute Semois et affluents / 18,Limnimètre,Haute Semois,LUXEMBOURG,1450619,,---,Semois-Chiers / SC,Haute Semois,Catégorie 1,yes,District de la Meuse,6730,MEUSE,Très stable,M,Tintigny,Tintigny,Rue du Centenaire,t0/Normal,Centre Marche,68/5,,,
240664010,2026-06-05T10:35:00.000+02:00,,0.483,236166.0,131269.0,12121,Direction de la Gestion hydrologique,COMBLAIN-AU-PONT,5904,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/5904/H/Cmd.Rel.Abs.Comp-Alarmes,Ourthe moyenne,2000-03-21 00:00:00: <fin_feuille_limni><br>2000-03-14 00:00:00: <echX=0.2 cm/h><echY=1/10><limni=OTT X><br>1995-05-12 00:00:00: installation nouveau limniphone<br>2008-08-20 00:00:00: Fin limniphone<br>2021-08-10 00:00:00: <sonde=OTT PLS> (dans le puits limni),DGH,,Comblain-au-Pont,94.916,DNG,<echX=0.25 cm/h><echY=1/10><limni=OTT><limniphone=NEYRPIC>,DNG,DGH,yes,Direction de la Gestion hydrologique,-,44,District de la Meuse,District,Smiejkowski M.,,5904,---,yes,953596800000,Ourthe moyenne,Active,,1979-09-25 00:00:00: Active,Belgique,94.916,WALLONIE,Ourthe moyenne et affluents / 44,Limnimètre,Ourthe moyenne,LIEGE,1450731,"<ACCES>
EN AVAL DE LA CONFLUENCE DE L'OURTHE ET DE L'AMBLEVE - LE LONG DE LA ROUTE LIEGE COMBLAIN.
A 900 M EN AVAL DU PONT-ROUTE,PRES DE LA GARE,SUR L'OURTHE.RIVE GAUCHE
Le répondeur se trouve sur le toit et la prise de sonde se fait dans la cabine. 
Une échelle se trouve dans la cabine pour accéder au toit. 
</ACCES>


<HISTORIQUE>
La station a été équipée d’un limniphone du 25/09/1979 au 20/08/2008 (Belgacom 04-369 16 11). 
L' appareil a été endommagé lors de la crue de juillet 2021. Il a été remplacé par une sonde à pression hydrostatique.
</HISTORIQUE>

",---,Ourthe / OU,Ourthe moyenne,Navigable,,,,,,,,,,,,,,,
399635010,2026-06-05T10:35:00.000+02:00,,0.282,159661.0,144723.0,11841,Direction de la Gestion hydrologique,BOUSVAL,1081,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur sonde,H_sonde,m,H,GN_STATION,DGH/1081/H_sonde/Cmd.Rel.Abs.Comp-Alarmes,Dyle,2025-01-24 15:20:00: <Sonde OTT PLS><br>2019-02-26 00:00:00: <pluvio=OTTp2L><br>1982-01-01 00:00:00: <pluvio=PRECIS MECANIQUE><br>2001-08-30 00:00:00: <echX=0.4 cm/h><echY=1/5><br>2018-07-05 00:00:00: <codeur_seul><br>2006-03-08 00:00:00: <echX=0.2 cm/h><echY=1/5><br>2017-01-01 00:00:00: <fin_feuille_limni><br>1980-09-08 00:00:00: <echX=0.4 cm/h><echY=1/5>,DGH,"47,09 km²",Genappe,76.959,DNG,<echX=0.2 cm/h><echY=1/5><limni=OTT>,DNG,DGH,no,Direction de la Gestion hydrologique,-,6,District de l'Escaut,District,Lefèvre C.,854280,1081,---,yes,337219200000,Dyle,Active,854280,1972-05-10 00:00:00: Active,Belgique,76.959,WALLONIE,Dyle et affluents / 6,Limnimètre,Dyle,BRABANT WALLON,1450351,"<ACCES>
Rue de la Forge à Bousval, en RG, à l'aval d'une passerelle, près du RAVEL.
</ACCES>",---,Dyle-Gette / DG,Dyle,Catégorie 2,,,,,,,,,,,,,80.6,,
238127010,2026-06-05T10:30:00.000+02:00,,0.594,125253.0,131161.0,12022,Direction de la Gestion hydrologique,SAINT-DENIS,3778,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/3778/H/Cmd.Rel.Abs.Comp-Alarmes,Obrecheuil,2025-01-01 00:00:00: <Z_coffret_telem=3.583><bas_coffret_telem=0.2>,DGH,"29,36 km²",Mons,49.063,---,<date_1ere_data><echX=0.2 cm/h><echY=1/10><limni=OTT X>,,DGH,no,Direction de la Gestion hydrologique,-,4,District de l'Escaut,District,Lefèvre C.,914421,3778,---,yes,1237248000000,Obrecheuil,Active,914421,2009-03-17 00:00:00: Active,Belgique,49.063,WALLONIE,Haine et affluents / 4,Limnimètre,Haine,HAINAUT,1450483,"<ACCES>
Rue Frébutte.
</ACCES>",---,Haine / HN,Haine,Catégorie 2,,,,,,,,,,,,,,,
241281010,2026-06-05T10:30:00.000+02:00,,1.055,226294.0,107205.0,12144,Direction de la Gestion hydrologique,HOTTON,5962,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/5962/H/Cmd.Rel.Abs.Comp-Alarmes,Ourthe moyenne,1991-09-04 00:00:00: <limni=OTT X>,DGH,"939,90 km²",Hotton,173.292,DNG,<echX=0.2 cm/h><echY=1/10><limni=OTT XX>,DNG,DGH,no,Direction de la Gestion hydrologique,-,44,District de la Meuse,District,Smiejkowski M.,,5962,---,yes,890179200000,Ourthe moyenne,Active,,1975-09-24 00:00:00: Active,Belgique,173.292,WALLONIE,Ourthe moyenne et affluents / 44,Limnimètre,Ourthe supérieure,LUXEMBOURG,1450731,"<SITUATION>
EN RIVE DROITE A ENVIRON 650M EN AVAL DUPONT-ROUTE SUR L OURTHE A HOTTON ET A ENVIRON 50M EN AMONT ENTREE CAMPING. 
ECH LIMNI NE COMMENCE QU A 0.200M
</SITUATION>


<DESCRIPTIF>
5962112T : sonde placée dans la rivière
5962122T : sonde placée sous abri
</DESCRIPTIF>",---,Ourthe / OU,Ourthe moyenne,Navigable,,,,,,,,,,,,,,,
165139010,2026-06-05T10:00:00.000+02:00,,0.331,248595.0,58934.0,14757,Direction des Cours d'Eau Non Navigables,Martelange,L5610,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L5610/H/Cmd.Rel.Abs.Comp-Alarmes,Sûre,,DCENN,"209,00 km²",,361.077,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,15,District du Rhin,District,,112210,L5610,---,yes,164246400000,Sûre,Active,112210,1975-03-17 00:00:00: Active,Belgique,361.077,WALLONIE,Sûre et affluents / 15,Limnimètre,Sûre,LUXEMBOURG,1450665,,---,Moselle / ML,Sûre,Catégorie 1,yes,District du Rhin,6630,RHIN,Très stable,R,Martelange,Martelange,Rue de Bastogne,t0/Normal,Centre Marche,65/7,,,
166161010,2026-06-05T10:00:00.000+02:00,,0.113,113968.0,142725.0,14804,Direction des Cours d'Eau Non Navigables,Brugelette,L5690,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L5690/H/Cmd.Rel.Abs.Comp-Alarmes,Dendre Orientale,,DCENN,"110,00 km²",,42.417,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,3,District de l'Escaut,District,,982230,L5690,---,yes,1771891200000,Dendre Orientale,Active,982230,1978-01-01 00:00:00: Active,Belgique,42.417,WALLONIE,Dendre et affluents / 3,Limnimètre,Dendre,HAINAUT,1450347,,---,Dendre / DE,Dendre,Catégorie 1,yes,District de l'Escaut,7940,ESCOUT,Stable,E,Brugelette,Brugelette,Rue du moulin,t0/Normal,Centre Mons,38/6,,,
186448010,2026-06-05T10:00:00.000+02:00,,0.287,274687.0,117920.0,15618,Direction des Cours d'Eau Non Navigables,Monteneau,L7280,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7280/H/Cmd.Rel.Abs.Comp-Alarmes,Amblève,,DCENN,"109,14 km²",,417.2,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,41,District de la Meuse,District,,535120,L7280,---,yes,946684800000,Amblève,Active,535120,2006-02-20 00:00:00: Active,Belgique,417.2,WALLONIE,Amblève et affluents / 41,Limnimètre,Amblève,LIEGE,1450265,,---,Amblève / AM,Amblève,Catégorie 1,yes,District de la Meuse,4770,MEUSE,t0/?,M,Amel,Amel,Rue de Monteneau,t0/Normal,Centre Liège,56/3,,,
179999010,2026-06-05T10:40:00.000+02:00,,0.467,85287.0,158686.0,15416,Direction des Cours d'Eau Non Navigables,Escanaffles,L6920,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L6920/H/Cmd.Rel.Abs.Comp-Alarmes,Rieu de la Lhaye,,DCENN,"55,85 km²",,12.306,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,2,District de l'Escaut,District,,997300,L6920,---,yes,1764806400000,Rieu de la Lhaye,Active,997300,2003-05-05 00:00:00: Active,Belgique,12.306,WALLONIE,Affluents de l'Escaut / 2,Limnimètre,Escaut (affluents),HAINAUT,1450523,SI h = 0.05m alors Q = 0 m³/s,---,Escaut-Lys / EL,Escaut (affluents),Catégorie 1,yes,District de l'Escaut,7760,ESCOUT,t0/?,E,Escanaffles,Celles,SI h = 0.05m alors Q = 0 m³/s,t0/Normal,Centre Mons,29/7,,,
186830010,2026-06-05T10:00:00.000+02:00,,0.507,111160.0,152651.0,15636,Direction des Cours d'Eau Non Navigables,Papignies,L7310,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7310/H/Cmd.Rel.Abs.Comp-Alarmes,Trimpont,,DCENN,"32,19 km²",,21.37,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,3,District de l'Escaut,District,,985300,L7310,---,yes,1609459200000,Trimpont,Active,985300,2006-03-29 00:00:00: Active,Belgique,21.37,WALLONIE,Dendre et affluents / 3,Limnimètre,Dendre,HAINAUT,1450687,,---,Dendre / DE,Dendre,Catégorie 2,yes,District de l'Escaut,7861,ESCOUT,t0/?,E,Papignies,Lessines,Rue de l'Ecluse,t0/Normal,Centre Mons,38/2,,,
250652010,2026-06-05T10:35:00.000+02:00,,1.082,188952.0,104948.0,12553,Direction de la Gestion hydrologique,DINANT,8059,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/8059/H/Cmd.Rel.Abs.Comp-Alarmes,Haute Meuse (aval Dinant),2018-07-18 00:00:00: <codeur_seul><br>2017-01-01 00:00:00: <fin_feuille_limni><br>2012-12-31 00:00:00: Démontage limniphone en 2012.<br>1997-10-02 00:00:00: Mise en service de la télémesure<br>2025-08-12 12:00:00: <sonde=OTT PLS>,DGH,,Dinant,90.002,DNG,<date_1ere_data><echX=0.2 cm/h><echY=1/10><limni=OTT X>,DNG,DGH,no,Direction de la Gestion hydrologique,-,50,District de la Meuse,District,Theys D.,,8059,---,yes,869788800000,Haute Meuse (aval Dinant),Active,,1997-07-25 00:00:00: Active,Belgique,90.002,WALLONIE,Haute Meuse aval / 50,Limnimètre,"Haute Meuse (NA, aval Lesse)",NAMUR,5681861,,---,Meuse amont / MM,"Haute Meuse (NA, aval Lesse)",Navigable,,,,,,,,,,,,,,,
236507010,2026-06-05T10:30:00.000+02:00,,0.226,108196.0,147152.0,11945,Direction de la Gestion hydrologique,ATH,2971,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/2971/H/Cmd.Rel.Abs.Comp-Alarmes,Dendre Orientale,2025-01-01 00:00:00: <Z_coffret_telem=2.717><bas_coffret_telem=0.2>,DGH,"228,94 km²",Ath,28.846,DNG,<date_1ere_data><echX=0.2 cm/h><echY=1/5><limni=OTT>,DNG,DGH,yes,Direction de la Gestion hydrologique,-,3,District de l'Escaut,District,Lefèvre C.,982230,2971,---,yes,157766400000,Dendre Orientale,Active,982230,1975-01-01 00:00:00: Active,Belgique,28.846,WALLONIE,Dendre et affluents / 3,Limnimètre,Dendre,HAINAUT,1450347,"<ACCES>
RIVE DROITE - EN AMONT DU PONT DE LA CLINIQUE DE LA MADELEINE Bld du Parc. Parking délicat (en ville).
</ACCES>


",---,Dendre / DE,Dendre,Catégorie 1,,,,,,,,,,,,,,,
187150010,2026-05-07T09:40:00.000+02:00,,0.209,182093.0,76885.0,15650,Direction des Cours d'Eau Non Navigables,Willerzie,L7370,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7370/H/Cmd.Rel.Abs.Comp-Alarmes,Hulle,,DCENN,"38,00 km²",,277.31,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,28,District de la Meuse,District,,201300,L7370,---,no,1526342400000,Hulle,Active,201300,2009-06-01 00:00:00: Active,Belgique,277.31,WALLONIE,Affluents de la Haute Meuse / 28,Limnimètre,Houille,NAMUR,1450435,,---,Meuse amont / MM,Houille,Catégorie 2,yes,District de la Meuse,5575,MEUSE,Stable,M,Willerzie,Gedinne,Rue du Pont Colin,t0/Normal,Centre Namur,63/3,,,
383430010,2026-06-05T10:20:00.000+02:00,,0.614,221327.0,158495.0,9021826,Direction des Cours d'Eau Non Navigables,Otrange,L9120,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L9120/H/Cmd.Rel.Abs.Comp-Alarmes,Geer,,DCENN,,,94.677,DNG,Station installée et activée,DNG,DCENN,no,Station appartenant à la DCENN,-,37,District de la Meuse,District,,711210,L9120,---,yes,1693234646000,Geer,Active,711210,2023-09-15 10:00:00: Active,,94.677,,Geer et affluents / 37,Limnimètre,Dyle,,1450377,,---,Meuse aval / MA,Geer,Catégorie 1,yes,,,,t0/?,,,,Rue de Conchibois,t0/Normal,Centre Liège,,,,
